foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,new,old_name
Virchow Drugs Ltd.,India,2019,India,IND,Virchow Drugs Ltd,8840_IND,0.0,0,8840_IND
Aquuses Marketing Corporation,Philippines,2019,Philippines,PHL,Aquuses Marketing Corporation,CHN_1266,88.0,1,
Able Sanoh Industries C0,Thailand,2020,Thailand,THA,Able Sanoh Industries C0,CHN_1267,93.0,1,
B W B Controls,United States,2019,United States,USA,B W B Controls,23402_USA,0.0,0,23402_USA
Shenzhen Shuangquan Textile,China,2019,China,CHN,Shenzhen Shuangquan Textile,CHN_1268,85.0,1,
Ifo Interholcoindustrie Forestiere De Ouesso,Congo,2021,Congo,COG,Ifo Interholcoindustrie Forestiere De Ouesso,CHN_1269,,1,
Comptoir Nigerien Du Papier,Benin,2019,Benin,BEN,Comptoir Nigerien Du Papier,28_TGO,81.0,0,28_TGO
Nutanix Netherlands B V,Netherlands,2019,Netherlands,NLD,Nutanix Netherlands B V,3271_NLD,100.0,0,3271_NLD
Zoppas Industries Romania Srl Andrei Bias,Romania,2019,Romania,ROU,Zoppas Industries Romania Srl Andrei Bias,CHN_1270,83.0,1,
Solvay Chemicals International Sa,Bulgaria,2021,Bulgaria,BGR,Solvay Chemicals International Sa,1346_BEL,,0,1346_BEL
Hubei Efeng Mould,China,2019,China,CHN,Hubei Efeng Mould,30551_CHN,0.0,0,30551_CHN
Umc Electronics Hong Kong Ltd.,Hong Kong,2020,Hong Kong,HKG,Umc Electronics Hong Kong Ltd,CHN_1271,90.0,1,
Bitron Electronic China,China,2020,China,CHN,Bitron Electronic China,CHN_1272,82.0,1,
Pacific Star Express China O B Dong Guan Road,China,2019,China,CHN,Pacific Star Express China O B Dong Guan Road,46715_CHN,0.0,0,46715_CHN
Horizontal Commercials,Germany,2021,Germany,DEU,Horizontal Commercials,CHN_1273,,1,
Hot Point International Ltd.,China,2019,China,CHN,Hot Point International Ltd,CHN_1274,83.0,1,
Dynaweld Ltd.,Hong Kong,2019,Hong Kong,HKG,Dynaweld Ltd,2348_HKG,100.0,0,2348_HKG
To The Order Of Ameropa Australia (Pty),Australia,2021,Australia,AUS,To The Order Of Ameropa Australia (Pty),4404_AUS,,0,4404_AUS
Hwa Jinn Fishery,Taiwan,2019,Taiwan,TWN,Hwa Jinn Fishery,CHN_1275,85.0,1,
Naturex Sa,France,2020,France,FRA,Naturex Sa,CHN_1276,86.0,1,
Top Cable (S.E.A) Private Ltd.,Singapore,2019,Singapore,SGP,Top Cable (Sea) Private Ltd,CHN_1277,85.0,1,
Ozit Development,China,2021,China,CHN,Ozit Development,CHN_1278,,1,
Qiaqia Food,China,2020,China,CHN,Qiaqia Food,19341_CHN,100.0,0,19341_CHN
Hgst Singapore Pte,Singapore,2021,Singapore,SGP,Hgst Singapore Pte,25647_USA,,0,25647_USA
Zhong Shan Jing Biao Rubbey Products,China,2019,China,CHN,Zhong Shan Jing Biao Rubbey Products,41557_CHN,100.0,0,41557_CHN
Sharp Corporation,Japan,2020,Japan,JPN,Sharp Corporation,CHN_1279,88.0,1,
Lianyungang Tianle Food,China,2021,China,CHN,Lianyungang Tianle Food,2948_CHN,,0,2948_CHN
Zulu Zephyr,United States,2020,United States,USA,Zulu Zephyr,11586_USA,0.0,0,11586_USA
Guangdong Shunde Miico Technology,China,2019,China,CHN,Guangdong Shunde Miico Technology,CHN_1280,81.0,1,
Hwaya Application Chemical,Taiwan,2019,Taiwan,TWN,Hwaya Application Chemical,7399_TWN,100.0,0,7399_TWN
Shandong Xuyang Machinery Group,China,2019,China,CHN,Shandong Xuyang Machinery Group,57130_CHN,0.0,0,57130_CHN
Millennium Corporation Sh Office,China,2020,China,CHN,Millennium Corporation Sh Office,23940_CHN,0.0,0,23940_CHN
Brinkley Propeller Services,United Kingdom,2019,United Kingdom,GBR,Brinkley Propeller Services,CHN_1281,96.0,1,
Sea Polar Trading,Taiwan,2019,Taiwan,TWN,Sea Polar Trading,CHN_1282,88.0,1,
Alnutri Alimentos Ltda,Brazil,2020,Brazil,BRA,Alnutri Alimentos Ltda,613_BRA,0.0,0,613_BRA
Shenzhen Maoxiong,China,2020,China,CHN,Shenzhen Maoxiong,12538_CHN,0.0,0,12538_CHN
Matrix Oleochemm Sdn Bhd,Malaysia,2019,Malaysia,MYS,Matrix Oleochemm Sdn Bhd,8290_MYS,100.0,0,8290_MYS
Fujian Province Chosen Imp. Exp. Trade,China,2019,China,CHN,Fujian Province Chosen Imp Exp Trade,12_CHN,100.0,0,12_CHN
Von Strohburgagentur F Werbemittelkom,Germany,2021,Germany,DEU,Von Strohburgagentur F Werbemittelkom,4028_DEU,,0,4028_DEU
Bd Events Ltd.,United Kingdom,2021,United Kingdom,GBR,Bd Events Ltd,CHN_1283,,1,
Adidas International Trading Ag C O Xpo Logistics,United Kingdom,2021,United Kingdom,GBR,Adidas International Trading Ag C O Xpo Logistics,CHN_1284,,1,
Adidas International Trading Ag Damco Adidas G,Switzerland,2020,Switzerland,CHE,Adidas International Trading Ag Damco Adidas G,CHN_1285,81.0,1,
Seville Classics,United States,2021,United States,USA,Seville Classics,20352_USA,,0,20352_USA
Chemelco International Bv,Netherlands,2021,Netherlands,NLD,Chemelco International Bv,CHN_1286,,1,
Teton Outfitters Llc Dba 509,United States,2019,United States,USA,Teton Outfitters Llc Dba 509,CHN_1287,88.0,1,
Xuzhou Qinyu Autotech,China,2020,China,CHN,Xuzhou Qinyu Autotech,33556_CHN,0.0,0,33556_CHN
Pacon Corporation,United States,2019,United States,USA,Pacon Corporation,CHN_1288,83.0,1,
A Gft B De Licacy C Formosa,Taiwan,2020,Taiwan,TWN,A Gft B De Licacy C Formosa,8060_TWN,0.0,0,8060_TWN
Itt C'treat Offshore,United States,2019,United States,USA,Itt C'Treat Offshore,21053_USA,0.0,0,21053_USA
Jo Ru Express,Vietnam,2020,Vietnam,VNM,Jo Ru Express,2156_VNM,0.0,0,2156_VNM
Hangzhou Sasun Imp. Exp.,China,2020,China,CHN,Hangzhou Sasun Imp Exp,CHN_1289,83.0,1,
East Marine Aquarium,Hong Kong,2020,Hong Kong,HKG,East Marine Aquarium,168_HKG,0.0,0,168_HKG
Basma Dhina Interated,Oman,2021,Oman,OMN,Basma Dhina Interated,CHN_1290,,1,
Giii Tommy Hilfiger Sport Emily Roe Grace Ann Sarg,United States,2021,United States,USA,Giii Tommy Hilfiger Sport Emily Roe Grace Ann Sarg,CHN_1291,,1,
Shaoxing Shengying Textiles,China,2021,China,CHN,Shaoxing Shengying Textiles,CHN_1292,,1,
Evonik Vietnam Ltd. Lability Co.,Vietnam,2019,Vietnam,VNM,Evonik Vietnam Ltd Lability Co,4414_VNM,100.0,0,4414_VNM
Edicate Btn Gmt Acc Mfy,Hong Kong,2021,Hong Kong,HKG,Edicate Btn Gmt Acc Mfy,5640_HKG,,0,5640_HKG
Cong Ty Tnhh Xuat Nhap Khau Hoang Phat Vinh,Vietnam,2019,Vietnam,VNM,Cong Ty Tnhh Xuat Nhap Khau Hoang Phat Vinh,2145_VNM,100.0,0,2145_VNM
Crypto Ag,Switzerland,2019,Switzerland,CHE,Crypto Ag,963_CHE,0.0,0,963_CHE
Samko Trading Pte,Singapore,2021,Singapore,SGP,Samko Trading Pte,CHN_1293,,1,
Chau Giang,Vietnam,2019,Vietnam,VNM,Chau Giang,659_VNM,0.0,0,659_VNM
Armasuisse,Switzerland,2021,Switzerland,CHE,Armasuisse,1886_CHE,,0,1886_CHE
Mall Groups Of Companies,Somalia,2020,Somalia,SOM,Mall Groups Of Companies,CHN_1294,98.0,1,
Thierry Hautant Trading,Italy,2020,Italy,ITA,Thierry Hautant Trading,2352_ITA,0.0,0,2352_ITA
Xebec Logistic Center,Japan,2021,Japan,JPN,Xebec Logistic Center,1748_JPN,,0,1748_JPN
Nikko Press Service Tokyo,Japan,2019,Japan,JPN,Nikko Press Service Tokyo,5068_JPN,0.0,0,5068_JPN
New Tronics Ltd.,United States,2019,United States,USA,New Tronics Ltd,20140_USA,100.0,0,20140_USA
South Pacific Food Distributors (Pty),Australia,2020,Australia,AUS,South Pacific Food Distributors (Pty),4451_AUS,0.0,0,4451_AUS
Oldrati Guarnizioni Industriali Sp A,Italy,2019,Italy,ITA,Oldrati Guarnizioni Industriali Sp A,3129_ITA,0.0,0,3129_ITA
Gazzaz Enterprise,Thailand,2021,Thailand,THA,Gazzaz Enterprise,6590_THA,,0,6590_THA
Individual Entrepreneur Khusainov Oibek,Russia,2021,Russia,RUS,Individual Entrepreneur Khusainov Oibek,CHN_1295,,1,
Ueyama Textile,Japan,2020,Japan,JPN,Ueyama Textile,9872_JPN,0.0,0,9872_JPN
Sinothinker Technology Ltd.,China,2019,China,CHN,Sinothinker Technology Ltd,CHN_1296,81.0,1,
